id_code,sirna
HEPG2-11_3_N02,515
HEPG2-11_3_N03,1014
HEPG2-11_3_N04,551
HEPG2-11_3_N05,652
HEPG2-11_3_N06,1068
HEPG2-11_3_N07,310
HEPG2-11_3_N08,190
HEPG2-11_3_N09,679
HEPG2-11_3_N10,401
HEPG2-11_3_N11,300
HEPG2-11_3_N12,122
HEPG2-11_3_N13,252
HEPG2-11_3_N14,185
HEPG2-11_3_N15,76
HEPG2-11_3_N16,49
HEPG2-11_3_N17,632
HEPG2-11_3_N18,943
HEPG2-11_3_N19,300
HEPG2-11_3_N20,250
HEPG2-11_3_N21,410
HEPG2-11_3_N22,648
HEPG2-11_3_N23,599
HEPG2-11_3_O02,444
HEPG2-11_3_O03,943
HEPG2-11_3_O04,603
HEPG2-11_3_O05,820
HEPG2-11_3_O06,501
HEPG2-11_3_O07,947
HEPG2-11_3_O08,1068
HEPG2-11_3_O09,115
HEPG2-11_3_O10,279
HEPG2-11_3_O11,895
HEPG2-11_3_O12,961
HEPG2-11_3_O13,183
HEPG2-11_3_O14,818
HEPG2-11_3_O15,438
HEPG2-11_3_O16,1091
HEPG2-11_3_O17,62
HEPG2-11_3_O18,718
HEPG2-11_3_O19,405
HEPG2-11_3_O20,815
HEPG2-11_3_O21,866
HEPG2-11_3_O22,215
HEPG2-11_3_O23,184
HEPG2-11_4_B03,36
HEPG2-11_4_B04,140
HEPG2-11_4_B05,1004
HEPG2-11_4_B06,880
HEPG2-11_4_B07,609
HEPG2-11_4_B08,1011
HEPG2-11_4_B09,621
HEPG2-11_4_B10,275
HEPG2-11_4_B11,202
HEPG2-11_4_B12,0
HEPG2-11_4_B13,306
HEPG2-11_4_B14,693
HEPG2-11_4_B15,1038
HEPG2-11_4_B16,540
HEPG2-11_4_B17,420
HEPG2-11_4_B18,778
HEPG2-11_4_B19,13
HEPG2-11_4_B20,591
HEPG2-11_4_B21,264
HEPG2-11_4_B22,496
HEPG2-11_4_B23,728
HEPG2-11_4_C02,321
HEPG2-11_4_C04,104
HEPG2-11_4_C05,630
HEPG2-11_4_C06,152
HEPG2-11_4_C08,82
HEPG2-11_4_C09,841
HEPG2-11_4_C10,37
HEPG2-11_4_C12,1097
HEPG2-11_4_C13,23
HEPG2-11_4_C14,143
HEPG2-11_4_C16,980
HEPG2-11_4_C17,226
HEPG2-11_4_C18,835
HEPG2-11_4_C20,998
HEPG2-11_4_C21,711
HEPG2-11_4_C23,107
HEPG2-11_4_D02,561
HEPG2-11_4_D03,386
HEPG2-11_4_D04,575
HEPG2-11_4_D05,612
HEPG2-11_4_D06,1048
HEPG2-11_4_D07,79
HEPG2-11_4_D08,885
HEPG2-11_4_D09,1005
HEPG2-11_4_D10,82
HEPG2-11_4_D11,1094
HEPG2-11_4_D12,638
HEPG2-11_4_D13,128
HEPG2-11_4_D14,911
HEPG2-11_4_D15,1073
HEPG2-11_4_D16,15
HEPG2-11_4_D17,230
HEPG2-11_4_D18,602
HEPG2-11_4_D19,792
HEPG2-11_4_D20,107
HEPG2-11_4_D21,200
HEPG2-11_4_D22,772
HEPG2-11_4_D23,241
HEPG2-11_4_E02,18
HEPG2-11_4_E03,773
HEPG2-11_4_E04,50
HEPG2-11_4_E05,426
HEPG2-11_4_E06,1036
HEPG2-11_4_E07,985
HEPG2-11_4_E08,1045
HEPG2-11_4_E09,470
HEPG2-11_4_E10,1054
HEPG2-11_4_E11,912
HEPG2-11_4_E12,534
HEPG2-11_4_E13,18
HEPG2-11_4_E14,631
HEPG2-11_4_E15,458
HEPG2-11_4_E16,1010
HEPG2-11_4_E17,433
HEPG2-11_4_E18,1107
HEPG2-11_4_E19,306
HEPG2-11_4_E20,928
HEPG2-11_4_E21,468
HEPG2-11_4_E22,560
HEPG2-11_4_E23,630
HEPG2-11_4_F02,106
HEPG2-11_4_F04,836
HEPG2-11_4_F05,161
HEPG2-11_4_F06,846
HEPG2-11_4_F08,16
HEPG2-11_4_F09,725
HEPG2-11_4_F10,67
HEPG2-11_4_F12,9
HEPG2-11_4_F13,746
HEPG2-11_4_F14,292
HEPG2-11_4_F16,702
HEPG2-11_4_F17,675
HEPG2-11_4_F18,519
HEPG2-11_4_F20,823
HEPG2-11_4_F21,904
HEPG2-11_4_F23,594
HEPG2-11_4_G02,85
HEPG2-11_4_G03,997
HEPG2-11_4_G04,812
HEPG2-11_4_G05,997
HEPG2-11_4_G06,1072
HEPG2-11_4_G07,441
HEPG2-11_4_G08,589
HEPG2-11_4_G09,288
HEPG2-11_4_G10,823
HEPG2-11_4_G11,200
HEPG2-11_4_G12,205
HEPG2-11_4_G13,1094
HEPG2-11_4_G14,675
HEPG2-11_4_G15,971
HEPG2-11_4_G16,243
HEPG2-11_4_G17,1073
HEPG2-11_4_G18,297
HEPG2-11_4_G19,140
HEPG2-11_4_G20,455
HEPG2-11_4_G21,641
HEPG2-11_4_G22,316
HEPG2-11_4_G23,202
HEPG2-11_4_H02,524
HEPG2-11_4_H04,758
HEPG2-11_4_H05,23
HEPG2-11_4_H06,833
HEPG2-11_4_H08,1050
HEPG2-11_4_H09,1005
HEPG2-11_4_H10,780
HEPG2-11_4_H12,925
HEPG2-11_4_H13,1103
HEPG2-11_4_H14,297
HEPG2-11_4_H16,67
HEPG2-11_4_H17,227
HEPG2-11_4_H18,587
HEPG2-11_4_H20,885
HEPG2-11_4_H21,1061
HEPG2-11_4_H23,247
HEPG2-11_4_I02,139
HEPG2-11_4_I03,1021
HEPG2-11_4_I04,476
HEPG2-11_4_I05,680
HEPG2-11_4_I06,1009
HEPG2-11_4_I07,912
HEPG2-11_4_I08,949
HEPG2-11_4_I09,737
HEPG2-11_4_I10,892
HEPG2-11_4_I11,931
HEPG2-11_4_I12,156
HEPG2-11_4_I13,573
HEPG2-11_4_I14,441
HEPG2-11_4_I15,1005
HEPG2-11_4_I16,1036
HEPG2-11_4_I17,696
HEPG2-11_4_I18,45
HEPG2-11_4_I19,767
HEPG2-11_4_I20,137
HEPG2-11_4_I21,531
HEPG2-11_4_I22,204
HEPG2-11_4_I23,832
HEPG2-11_4_J02,1081
HEPG2-11_4_J04,930
HEPG2-11_4_J05,440
HEPG2-11_4_J06,953
HEPG2-11_4_J08,680
HEPG2-11_4_J09,251
HEPG2-11_4_J10,684
HEPG2-11_4_J12,772
HEPG2-11_4_J13,331
HEPG2-11_4_J14,1026
HEPG2-11_4_J16,374
HEPG2-11_4_J17,634
HEPG2-11_4_J18,656
HEPG2-11_4_J20,663
HEPG2-11_4_J21,843
HEPG2-11_4_J23,929
HEPG2-11_4_K02,273
HEPG2-11_4_K03,358
HEPG2-11_4_K04,354
HEPG2-11_4_K05,958
HEPG2-11_4_K06,979
HEPG2-11_4_K07,85
HEPG2-11_4_K08,854
HEPG2-11_4_K09,958
HEPG2-11_4_K10,589
HEPG2-11_4_K11,235
HEPG2-11_4_K12,1022
HEPG2-11_4_K13,540
HEPG2-11_4_K14,976
HEPG2-11_4_K15,778
HEPG2-11_4_K16,799
HEPG2-11_4_K17,949
HEPG2-11_4_K18,418
HEPG2-11_4_K19,560
HEPG2-11_4_K20,1103
HEPG2-11_4_K21,260
HEPG2-11_4_K22,872
HEPG2-11_4_K23,994
HEPG2-11_4_L02,332
HEPG2-11_4_L03,720
HEPG2-11_4_L04,73
HEPG2-11_4_L05,240
HEPG2-11_4_L06,574
HEPG2-11_4_L07,822
HEPG2-11_4_L08,518
HEPG2-11_4_L09,241
HEPG2-11_4_L10,756
HEPG2-11_4_L12,458
HEPG2-11_4_L13,306
HEPG2-11_4_L14,270
HEPG2-11_4_L15,30
HEPG2-11_4_L16,343
HEPG2-11_4_L17,794
HEPG2-11_4_L18,634
HEPG2-11_4_L19,710
HEPG2-11_4_L20,602
HEPG2-11_4_L21,141
HEPG2-11_4_L22,154
HEPG2-11_4_L23,628
HEPG2-11_4_M02,294
HEPG2-11_4_M04,1082
HEPG2-11_4_M05,973
HEPG2-11_4_M06,589
HEPG2-11_4_M08,416
HEPG2-11_4_M09,205
HEPG2-11_4_M10,261
HEPG2-11_4_M12,358
HEPG2-11_4_M13,58
HEPG2-11_4_M14,741
HEPG2-11_4_M16,803
HEPG2-11_4_M17,698
HEPG2-11_4_M18,814
HEPG2-11_4_M20,71
HEPG2-11_4_M21,433
HEPG2-11_4_M23,1022
HEPG2-11_4_N02,635
HEPG2-11_4_N03,522
HEPG2-11_4_N04,602
HEPG2-11_4_N05,758
HEPG2-11_4_N06,68
HEPG2-11_4_N07,116
HEPG2-11_4_N08,814
HEPG2-11_4_N09,814
HEPG2-11_4_N10,824
HEPG2-11_4_N11,231
HEPG2-11_4_N12,997
HEPG2-11_4_N13,318
HEPG2-11_4_N14,835
HEPG2-11_4_N15,344
HEPG2-11_4_N16,912
HEPG2-11_4_N17,386
HEPG2-11_4_N18,594
HEPG2-11_4_N19,892
HEPG2-11_4_N20,199
HEPG2-11_4_N21,367
HEPG2-11_4_N22,17
HEPG2-11_4_N23,591
HEPG2-11_4_O02,948
HEPG2-11_4_O03,872
HEPG2-11_4_O04,235
HEPG2-11_4_O05,964
HEPG2-11_4_O06,199
HEPG2-11_4_O07,427
HEPG2-11_4_O08,1037
HEPG2-11_4_O09,226
HEPG2-11_4_O10,568
HEPG2-11_4_O11,420
HEPG2-11_4_O12,85
HEPG2-11_4_O13,201
HEPG2-11_4_O14,110
HEPG2-11_4_O15,912
HEPG2-11_4_O16,850
HEPG2-11_4_O17,220
HEPG2-11_4_O18,493
HEPG2-11_4_O19,925
HEPG2-11_4_O20,912
HEPG2-11_4_O21,103
HEPG2-11_4_O22,403
HEPG2-11_4_O23,771
HUVEC-17_1_B03,312
HUVEC-17_1_B04,450
HUVEC-17_1_B05,301
HUVEC-17_1_B06,272
HUVEC-17_1_B07,784
HUVEC-17_1_B08,508
HUVEC-17_1_B09,320
HUVEC-17_1_B10,301
HUVEC-17_1_B11,983
HUVEC-17_1_B12,620
HUVEC-17_1_B13,221
HUVEC-17_1_B14,1102
HUVEC-17_1_B15,177
HUVEC-17_1_B16,681
HUVEC-17_1_B17,891
HUVEC-17_1_B18,870
HUVEC-17_1_B19,760
HUVEC-17_1_B20,798
HUVEC-17_1_B21,211
HUVEC-17_1_B22,456
HUVEC-17_1_B23,158
HUVEC-17_1_C02,692
HUVEC-17_1_C04,371
HUVEC-17_1_C05,341
HUVEC-17_1_C06,572
HUVEC-17_1_C08,900
HUVEC-17_1_C09,6
HUVEC-17_1_C10,77
HUVEC-17_1_C12,506
HUVEC-17_1_C13,366
HUVEC-17_1_C14,388
HUVEC-17_1_C16,340
HUVEC-17_1_C17,1039
HUVEC-17_1_C18,786
HUVEC-17_1_C20,48
HUVEC-17_1_C21,339
HUVEC-17_1_C23,1067
HUVEC-17_1_D02,112
HUVEC-17_1_D03,301
HUVEC-17_1_D04,124
HUVEC-17_1_D05,618
HUVEC-17_1_D06,1027
HUVEC-17_1_D07,945
HUVEC-17_1_D08,655
HUVEC-17_1_D09,266
HUVEC-17_1_D10,415
HUVEC-17_1_D11,373
HUVEC-17_1_D12,460
HUVEC-17_1_D13,282
HUVEC-17_1_D14,46
HUVEC-17_1_D15,395
HUVEC-17_1_D16,256
HUVEC-17_1_D17,253
HUVEC-17_1_D18,532
HUVEC-17_1_D19,91
HUVEC-17_1_D20,962
HUVEC-17_1_D21,346
HUVEC-17_1_D22,217
HUVEC-17_1_D23,557
HUVEC-17_1_E02,497
HUVEC-17_1_E03,538
HUVEC-17_1_E04,1089
HUVEC-17_1_E05,442
HUVEC-17_1_E06,450
HUVEC-17_1_E07,439
HUVEC-17_1_E08,417
HUVEC-17_1_E09,811
HUVEC-17_1_E10,775
HUVEC-17_1_E11,939
HUVEC-17_1_E12,1065
HUVEC-17_1_E13,1076
HUVEC-17_1_E14,345
HUVEC-17_1_E15,350
HUVEC-17_1_E16,681
HUVEC-17_1_E17,313
HUVEC-17_1_E18,828
HUVEC-17_1_E19,33
HUVEC-17_1_E20,831
HUVEC-17_1_E21,59
HUVEC-17_1_E22,695
HUVEC-17_1_E23,605
HUVEC-17_1_F02,1062
HUVEC-17_1_F04,750
HUVEC-17_1_F05,287
HUVEC-17_1_F06,242
HUVEC-17_1_F08,222
HUVEC-17_1_F09,513
HUVEC-17_1_F10,577
HUVEC-17_1_F12,471
HUVEC-17_1_F13,921
HUVEC-17_1_F14,489
HUVEC-17_1_F16,56
HUVEC-17_1_F17,907
HUVEC-17_1_F18,847
HUVEC-17_1_F20,567
HUVEC-17_1_F21,978
HUVEC-17_1_F23,797
HUVEC-17_1_G02,296
HUVEC-17_1_G03,622
HUVEC-17_1_G04,162
HUVEC-17_1_G05,576
HUVEC-17_1_G06,133
HUVEC-17_1_G07,126
HUVEC-17_1_G08,845
HUVEC-17_1_G09,910
HUVEC-17_1_G10,113
HUVEC-17_1_G11,242
HUVEC-17_1_G12,1
HUVEC-17_1_G13,673
HUVEC-17_1_G14,660
HUVEC-17_1_G15,157
HUVEC-17_1_G16,983
HUVEC-17_1_G17,456
HUVEC-17_1_G18,853
HUVEC-17_1_G19,486
HUVEC-17_1_G20,505
HUVEC-17_1_G21,302
HUVEC-17_1_G22,276
HUVEC-17_1_G23,1084
HUVEC-17_1_H02,1060
HUVEC-17_1_H04,224
HUVEC-17_1_H05,55
HUVEC-17_1_H06,136
HUVEC-17_1_H08,459
HUVEC-17_1_H09,1042
HUVEC-17_1_H10,715
HUVEC-17_1_H12,254
HUVEC-17_1_H13,239
HUVEC-17_1_H14,806
HUVEC-17_1_H16,147
HUVEC-17_1_H17,793
HUVEC-17_1_H18,681
HUVEC-17_1_H20,74
HUVEC-17_1_H21,431
HUVEC-17_1_H23,555
HUVEC-17_1_I02,40
HUVEC-17_1_I03,559
HUVEC-17_1_I04,6
HUVEC-17_1_I05,715
HUVEC-17_1_I06,155
HUVEC-17_1_I07,921
HUVEC-17_1_I08,514
HUVEC-17_1_I09,293
HUVEC-17_1_I10,77
HUVEC-17_1_I11,360
HUVEC-17_1_I12,324
HUVEC-17_1_I13,547
HUVEC-17_1_I14,884
HUVEC-17_1_I15,764
HUVEC-17_1_I16,8
HUVEC-17_1_I17,26
HUVEC-17_1_I18,983
HUVEC-17_1_I19,10
HUVEC-17_1_I20,657
HUVEC-17_1_I21,8
HUVEC-17_1_I22,290
HUVEC-17_1_I23,400
HUVEC-17_1_J02,523
HUVEC-17_1_J04,70
HUVEC-17_1_J05,883
HUVEC-17_1_J06,258
HUVEC-17_1_J08,277
HUVEC-17_1_J09,395
HUVEC-17_1_J10,389
HUVEC-17_1_J12,1041
HUVEC-17_1_J13,914
HUVEC-17_1_J14,757
HUVEC-17_1_J16,877
HUVEC-17_1_J17,699
HUVEC-17_1_J18,1101
HUVEC-17_1_J20,543
HUVEC-17_1_J21,745
HUVEC-17_1_J23,309
HUVEC-17_1_K02,77
HUVEC-17_1_K03,660
HUVEC-17_1_K04,552
HUVEC-17_1_K05,853
HUVEC-17_1_K06,743
HUVEC-17_1_K07,1060
HUVEC-17_1_K08,105
HUVEC-17_1_K09,657
HUVEC-17_1_K10,253
HUVEC-17_1_K11,399
HUVEC-17_1_K12,695
HUVEC-17_1_K13,699
HUVEC-17_1_K14,254
HUVEC-17_1_K15,582
HUVEC-17_1_K16,272
HUVEC-17_1_K17,585
HUVEC-17_1_K18,791
HUVEC-17_1_K19,950
HUVEC-17_1_K20,982
HUVEC-17_1_K21,379
HUVEC-17_1_K22,889
HUVEC-17_1_K23,157
HUVEC-17_1_L02,355
HUVEC-17_1_L03,565
HUVEC-17_1_L04,676
HUVEC-17_1_L05,1015
HUVEC-17_1_L06,398
HUVEC-17_1_L07,883
HUVEC-17_1_L08,287
HUVEC-17_1_L09,705
HUVEC-17_1_L10,89
HUVEC-17_1_L11,5
HUVEC-17_1_L12,566
HUVEC-17_1_L13,88
HUVEC-17_1_L14,607
HUVEC-17_1_L15,585
HUVEC-17_1_L16,144
HUVEC-17_1_L17,708
HUVEC-17_1_L18,604
HUVEC-17_1_L19,762
HUVEC-17_1_L20,102
HUVEC-17_1_L21,611
HUVEC-17_1_L22,689
HUVEC-17_1_L23,704
HUVEC-17_1_M02,372
HUVEC-17_1_M04,883
HUVEC-17_1_M05,523
HUVEC-17_1_M06,94
HUVEC-17_1_M08,503
HUVEC-17_1_M09,355
HUVEC-17_1_M10,959
HUVEC-17_1_M12,254
HUVEC-17_1_M13,238
HUVEC-17_1_M14,987
HUVEC-17_1_M16,537
HUVEC-17_1_M17,981
HUVEC-17_1_M18,399
HUVEC-17_1_M20,295
HUVEC-17_1_M21,1104
HUVEC-17_1_M23,181
HUVEC-17_1_N02,613
HUVEC-17_1_N03,308
HUVEC-17_1_N04,972
HUVEC-17_1_N05,80
HUVEC-17_1_N06,411
HUVEC-17_1_N07,687
HUVEC-17_1_N08,385
HUVEC-17_1_N09,605
HUVEC-17_1_N10,700
HUVEC-17_1_N11,960
HUVEC-17_1_N12,203
HUVEC-17_1_N13,770
HUVEC-17_1_N14,413
HUVEC-17_1_N15,938
HUVEC-17_1_N16,572
HUVEC-17_1_N17,1008
HUVEC-17_1_N18,391
HUVEC-17_1_N19,1013
HUVEC-17_1_N20,177
HUVEC-17_1_N21,1025
HUVEC-17_1_N22,742
HUVEC-17_1_N23,274
HUVEC-17_1_O02,703
HUVEC-17_1_O03,290
HUVEC-17_1_O04,281
HUVEC-17_1_O05,348
HUVEC-17_1_O06,884
HUVEC-17_1_O07,352
HUVEC-17_1_O08,514
HUVEC-17_1_O09,417
HUVEC-17_1_O10,598
HUVEC-17_1_O11,868
HUVEC-17_1_O12,77
HUVEC-17_1_O13,541
HUVEC-17_1_O14,624
HUVEC-17_1_O15,486
HUVEC-17_1_O16,611
HUVEC-17_1_O17,897
HUVEC-17_1_O18,765
HUVEC-17_1_O19,1028
HUVEC-17_1_O20,436
HUVEC-17_1_O21,91
HUVEC-17_1_O22,268
HUVEC-17_1_O23,192
HUVEC-17_2_B03,52
HUVEC-17_2_B04,1052
HUVEC-17_2_B05,597
HUVEC-17_2_B06,299
HUVEC-17_2_B07,1033
HUVEC-17_2_B08,898
HUVEC-17_2_B09,879
HUVEC-17_2_B10,826
HUVEC-17_2_B11,87
HUVEC-17_2_B12,717
HUVEC-17_2_B13,913
HUVEC-17_2_B14,659
HUVEC-17_2_B15,902
HUVEC-17_2_B16,245
HUVEC-17_2_B17,1047
HUVEC-17_2_B18,934
HUVEC-17_2_B19,421
HUVEC-17_2_B20,654
HUVEC-17_2_B21,685
HUVEC-17_2_B22,461
HUVEC-17_2_B23,329
HUVEC-17_2_C02,849
HUVEC-17_2_C04,7
HUVEC-17_2_C05,284
HUVEC-17_2_C06,78
HUVEC-17_2_C08,856
HUVEC-17_2_C09,669
HUVEC-17_2_C10,729
HUVEC-17_2_C12,462
HUVEC-17_2_C13,1024
HUVEC-17_2_C14,236
HUVEC-17_2_C16,733
HUVEC-17_2_C17,452
HUVEC-17_2_C18,194
HUVEC-17_2_C20,724
HUVEC-17_2_C21,131
HUVEC-17_2_C23,789
HUVEC-17_2_D02,550
HUVEC-17_2_D03,753
HUVEC-17_2_D04,334
HUVEC-17_2_D05,44
HUVEC-17_2_D06,1070
HUVEC-17_2_D07,717
HUVEC-17_2_D08,801
HUVEC-17_2_D09,865
HUVEC-17_2_D10,529
HUVEC-17_2_D11,19
HUVEC-17_2_D12,93
HUVEC-17_2_D13,946
HUVEC-17_2_D14,1016
HUVEC-17_2_D15,41
HUVEC-17_2_D16,225
HUVEC-17_2_D17,381
HUVEC-17_2_D18,732
HUVEC-17_2_D19,654
HUVEC-17_2_D20,887
HUVEC-17_2_D21,11
HUVEC-17_2_D22,336
HUVEC-17_2_D23,837
HUVEC-17_2_E02,384
HUVEC-17_2_E03,544
HUVEC-17_2_E04,1058
HUVEC-17_2_E05,383
HUVEC-17_2_E06,353
HUVEC-17_2_E07,100
HUVEC-17_2_E08,830
HUVEC-17_2_E09,876
HUVEC-17_2_E10,903
HUVEC-17_2_E11,723
HUVEC-17_2_E12,920
HUVEC-17_2_E13,640
HUVEC-17_2_E14,563
HUVEC-17_2_E15,317
HUVEC-17_2_E16,41
HUVEC-17_2_E17,867
HUVEC-17_2_E18,390
HUVEC-17_2_E19,207
HUVEC-17_2_E20,579
HUVEC-17_2_E21,776
HUVEC-17_2_E22,871
HUVEC-17_2_E23,263
HUVEC-17_2_F02,1032
HUVEC-17_2_F04,927
HUVEC-17_2_F05,466
HUVEC-17_2_F06,918
HUVEC-17_2_F08,28
HUVEC-17_2_F09,425
HUVEC-17_2_F10,75
HUVEC-17_2_F12,66
HUVEC-17_2_F13,336
HUVEC-17_2_F14,404
HUVEC-17_2_F16,63
HUVEC-17_2_F17,83
HUVEC-17_2_F18,92
HUVEC-17_2_F20,1044
HUVEC-17_2_F21,111
HUVEC-17_2_F23,228
HUVEC-17_2_G02,219
HUVEC-17_2_G03,1040
HUVEC-17_2_G04,132
HUVEC-17_2_G05,706
HUVEC-17_2_G06,639
HUVEC-17_2_G07,502
HUVEC-17_2_G08,650
HUVEC-17_2_G09,327
HUVEC-17_2_G10,1078
HUVEC-17_2_G11,761
HUVEC-17_2_G12,967
HUVEC-17_2_G13,1047
HUVEC-17_2_G14,305
HUVEC-17_2_G15,988
HUVEC-17_2_G16,879
HUVEC-17_2_G17,991
HUVEC-17_2_G18,952
HUVEC-17_2_G19,709
HUVEC-17_2_G20,61
HUVEC-17_2_G21,1088
HUVEC-17_2_G22,178
HUVEC-17_2_G23,160
HUVEC-17_2_H02,196
HUVEC-17_2_H04,1064
HUVEC-17_2_H05,852
HUVEC-17_2_H06,521
HUVEC-17_2_H08,27
HUVEC-17_2_H09,849
HUVEC-17_2_H10,473
HUVEC-17_2_H12,623
HUVEC-17_2_H13,844
HUVEC-17_2_H14,697
HUVEC-17_2_H16,1083
HUVEC-17_2_H17,726
HUVEC-17_2_H18,414
HUVEC-17_2_H20,909
HUVEC-17_2_H21,788
HUVEC-17_2_H23,956
HUVEC-17_2_I02,601
HUVEC-17_2_I03,1070
HUVEC-17_2_I04,553
HUVEC-17_2_I05,351
HUVEC-17_2_I06,535
HUVEC-17_2_I07,499
HUVEC-17_2_I08,1044
HUVEC-17_2_I09,584
HUVEC-17_2_I10,83
HUVEC-17_2_I11,887
HUVEC-17_2_I12,47
HUVEC-17_2_I13,722
HUVEC-17_2_I14,130
HUVEC-17_2_I15,859
HUVEC-17_2_I16,1098
HUVEC-17_2_I17,2
HUVEC-17_2_I18,776
HUVEC-17_2_I19,20
HUVEC-17_2_I20,61
HUVEC-17_2_I21,131
HUVEC-17_2_I22,1002
HUVEC-17_2_I23,667
HUVEC-17_2_J02,412
HUVEC-17_2_J04,731
HUVEC-17_2_J05,783
HUVEC-17_2_J06,467
HUVEC-17_2_J08,896
HUVEC-17_2_J09,507
HUVEC-17_2_J10,739
HUVEC-17_2_J12,269
HUVEC-17_2_J13,138
HUVEC-17_2_J14,462
HUVEC-17_2_J16,1098
HUVEC-17_2_J17,117
HUVEC-17_2_J18,787
HUVEC-17_2_J20,257
HUVEC-17_2_J21,975
HUVEC-17_2_J23,542
HUVEC-17_2_K02,57
HUVEC-17_2_K03,330
HUVEC-17_2_K04,856
HUVEC-17_2_K05,262
HUVEC-17_2_K06,407
HUVEC-17_2_K07,25
HUVEC-17_2_K08,232
HUVEC-17_2_K09,357
HUVEC-17_2_K10,108
HUVEC-17_2_K11,851
HUVEC-17_2_K12,1090
HUVEC-17_2_K13,333
HUVEC-17_2_K14,754
HUVEC-17_2_K15,218
HUVEC-17_2_K16,216
HUVEC-17_2_K17,783
HUVEC-17_2_K18,511
HUVEC-17_2_K19,72
HUVEC-17_2_K20,662
HUVEC-17_2_K21,917
HUVEC-17_2_K22,457
HUVEC-17_2_K23,923
HUVEC-17_2_L02,580
HUVEC-17_2_L03,893
HUVEC-17_2_L04,813
HUVEC-17_2_L05,429
HUVEC-17_2_L06,1030
HUVEC-17_2_L07,639
HUVEC-17_2_L08,1043
HUVEC-17_2_L09,43
HUVEC-17_2_L10,409
HUVEC-17_2_L11,968
HUVEC-17_2_L12,502
HUVEC-17_2_L13,428
HUVEC-17_2_L14,917
HUVEC-17_2_L15,597
HUVEC-17_2_L16,827
HUVEC-17_2_L17,701
HUVEC-17_2_L18,349
HUVEC-17_2_L19,434
HUVEC-17_2_L20,146
HUVEC-17_2_L21,584
HUVEC-17_2_L22,1080
HUVEC-17_2_L23,483
HUVEC-17_2_M02,905
HUVEC-17_2_M04,447
HUVEC-17_2_M05,206
HUVEC-17_2_M06,166
HUVEC-17_2_M08,876
HUVEC-17_2_M09,1049
HUVEC-17_2_M10,701
HUVEC-17_2_M12,175
HUVEC-17_2_M13,761
HUVEC-17_2_M14,118
HUVEC-17_2_M16,517
HUVEC-17_2_M17,747
HUVEC-17_2_M18,315
HUVEC-17_2_M20,299
HUVEC-17_2_M21,175
HUVEC-17_2_M23,60
HUVEC-17_2_N02,1092
HUVEC-17_2_N03,736
HUVEC-17_2_N04,714
HUVEC-17_2_N05,353
HUVEC-17_2_N06,539
HUVEC-17_2_N07,475
HUVEC-17_2_N08,408
HUVEC-17_2_N09,376
HUVEC-17_2_N10,694
HUVEC-17_2_N11,404
HUVEC-17_2_N12,233
HUVEC-17_2_N13,1064
HUVEC-17_2_N14,166
HUVEC-17_2_N15,101
HUVEC-17_2_N16,7
HUVEC-17_2_N17,781
HUVEC-17_2_N18,721
HUVEC-17_2_N19,182
HUVEC-17_2_N20,492
HUVEC-17_2_N21,423
HUVEC-17_2_N22,857
HUVEC-17_2_N23,957
HUVEC-17_2_O02,968
HUVEC-17_2_O03,1046
HUVEC-17_2_O04,682
HUVEC-17_2_O05,941
HUVEC-17_2_O06,730
HUVEC-17_2_O07,651
HUVEC-17_2_O08,642
HUVEC-17_2_O09,735
HUVEC-17_2_O10,1035
HUVEC-17_2_O11,412
HUVEC-17_2_O12,562
HUVEC-17_2_O13,153
HUVEC-17_2_O14,951
HUVEC-17_2_O15,1019
HUVEC-17_2_O16,78
HUVEC-17_2_O17,95
HUVEC-17_2_O18,717
HUVEC-17_2_O19,393
HUVEC-17_2_O20,752
HUVEC-17_2_O21,206
HUVEC-17_2_O22,342
HUVEC-17_2_O23,874
HUVEC-17_3_B03,170
HUVEC-17_3_B04,35
HUVEC-17_3_B05,114
HUVEC-17_3_B06,34
HUVEC-17_3_B07,769
HUVEC-17_3_B08,616
HUVEC-17_3_B09,438
HUVEC-17_3_B10,652
HUVEC-17_3_B11,1068
HUVEC-17_3_B12,614
HUVEC-17_3_B13,999
HUVEC-17_3_B14,713
HUVEC-17_3_B15,62
HUVEC-17_3_B16,148
HUVEC-17_3_B17,815
HUVEC-17_3_B18,368
HUVEC-17_3_B19,422
HUVEC-17_3_B20,449
HUVEC-17_3_B21,174
HUVEC-17_3_B22,821
HUVEC-17_3_B23,186
HUVEC-17_3_C02,564
HUVEC-17_3_C04,487
HUVEC-17_3_C05,326
HUVEC-17_3_C06,510
HUVEC-17_3_C08,942
HUVEC-17_3_C09,51
HUVEC-17_3_C10,1093
HUVEC-17_3_C12,873
HUVEC-17_3_C13,796
HUVEC-17_3_C14,545
HUVEC-17_3_C16,183
HUVEC-17_3_C17,800
HUVEC-17_3_C18,895
HUVEC-17_3_C20,65
HUVEC-17_3_C21,446
HUVEC-17_3_C23,545
HUVEC-17_3_D02,1099
HUVEC-17_3_D03,520
HUVEC-17_3_D04,546
HUVEC-17_3_D05,548
HUVEC-17_3_D06,740
HUVEC-17_3_D07,1012
HUVEC-17_3_D08,265
HUVEC-17_3_D09,255
HUVEC-17_3_D10,643
HUVEC-17_3_D11,171
HUVEC-17_3_D12,1007
HUVEC-17_3_D13,319
HUVEC-17_3_D14,168
HUVEC-17_3_D15,888
HUVEC-17_3_D16,487
